year;date;day;month;id_st;lat;lon;farm_ID;inf_presente;dis_sea;dem;cum_max30;cum_avg26;avg_max_7d;avg_min_7d;avg_avg_7d;cum_prec;s_day_frost;s_min_avg;s_mean_avg;s_prec_cum;w_day_frost;w_min_avg;w_mean_avg;w_prec_cum;idr_bal_4;idr_bal_30d;gdd_oli;cum_gdd;doy;perc_inf
2005;38575;11;8;3543;44.21933;10.13413;1448;inf;21429.00195;463.1273804;2.4956;0;23.96517143;15.43137143;19.69827143;134.5998;11;5.850046739;9.893388587;303.0672;43;1.7415125;4.776105;326.7728;-90.62166762;-94.46068563;1583.81165;780.2840955;223;32
2005;38575;11;8;3543;44.24279;10.08211;1232;inf;22255.48438;465.6856384;2.4956;0;23.96517143;15.43137143;19.69827143;134.5998;11;5.850046739;9.893388587;303.0672;43;1.7415125;4.776105;326.7728;-90.62166762;-94.46068563;1583.81165;780.2840955;223;32
2005;38568;4;8;3543;44.22763;10.06591;2858;inf;20256.06445;175.1501465;2.4956;0;27.28948571;17.97194286;22.63071429;85.0659;11;5.850046739;9.893388587;303.0672;43;1.7415125;4.776105;326.7728;-114.8401004;-80.82213076;1481.9334;706.3358455;216;32
2005;38568;4;8;3543;44.21933;10.13413;1448;inf;21429.00195;463.1273804;2.4956;0;27.28948571;17.97194286;22.63071429;85.0659;11;5.850046739;9.893388587;303.0672;43;1.7415125;4.776105;326.7728;-114.8401004;-80.82213076;1481.9334;706.3358455;216;32
2005;38568;4;8;3543;44.24279;10.08211;1232;inf;22255.48438;465.6856384;2.4956;0;27.28948571;17.97194286;22.63071429;85.0659;11;5.850046739;9.893388587;303.0672;43;1.7415125;4.776105;326.7728;-114.8401004;-80.82213076;1481.9334;706.3358455;216;32
2005;38561;28;7;3543;44.22763;10.06591;2858;no;20256.06445;175.1501465;0.9459;0;25.67365714;16.74602857;21.20984286;73.818;11;5.850046739;9.893388587;303.0672;43;1.7415125;4.776105;326.7728;-96.12529821;-86.73118006;1363.0878;615.6641455;209;32
2005;38561;28;7;3543;44.21933;10.13413;1448;no;21429.00195;463.1273804;0.9459;0;25.67365714;16.74602857;21.20984286;73.818;11;5.850046739;9.893388587;303.0672;43;1.7415125;4.776105;326.7728;-96.12529821;-86.73118006;1363.0878;615.6641455;209;32
2005;38561;28;7;3543;44.24279;10.08211;1232;no;22255.48438;465.6856384;0.9459;0;25.67365714;16.74602857;21.20984286;73.818;11;5.850046739;9.893388587;303.0672;43;1.7415125;4.776105;326.7728;-96.12529821;-86.73118006;1363.0878;615.6641455;209;32
2005;38554;21;7;3543;44.22763;10.06591;2858;no;20256.06445;175.1501465;0;0;25.1211;17.0877;21.1044;73.1761;11;5.850046739;9.893388587;303.0672;43;1.7415125;4.776105;326.7728;-65.43286762;-82.35800974;1245.98635;526.60545;202;32
2005;38554;21;7;3543;44.21933;10.13413;1448;no;21429.00195;463.1273804;0;0;25.1211;17.0877;21.1044;73.1761;11;5.850046739;9.893388587;303.0672;43;1.7415125;4.776105;326.7728;-65.43286762;-82.35800974;1245.98635;526.60545;202;32
2005;38554;21;7;3543;44.24279;10.08211;1232;no;22255.48438;465.6856384;0;0;25.1211;17.0877;21.1044;73.1761;11;5.850046739;9.893388587;303.0672;43;1.7415125;4.776105;326.7728;-65.43286762;-82.35800974;1245.98635;526.60545;202;32
2005;38595;31;8;3590;44.00425;10.15183;1712;inf;2770.98999;2.111222506;0;0.1118;22.3348;17.57964286;19.95722143;158.6047;4;8.45848587;11.18816522;281.8239;11;5.1618175;7.306764167;333.8672;-58.83576163;12.23282035;2062.458;1041.965;243;32
2005;38588;24;8;3590;44.00425;10.15183;1712;inf;2770.98999;2.111222506;0;0.1118;21.63685714;16.67741429;19.15713571;141.4138;4;8.45848587;11.18816522;281.8239;11;5.1618175;7.306764167;333.8672;-58.01340898;-15.89626397;1954.5097;961.9467;236;32
2005;38582;18;8;3590;44.00425;10.15183;1712;inf;2770.98999;2.111222506;0;0.1118;22.81152857;17.57405714;20.19279286;102.3651;4;8.45848587;11.18816522;281.8239;11;5.1618175;7.306764167;333.8672;-81.95539364;-51.44720993;1873.0288;904.4058;230;32
2005;38575;11;8;3590;44.00425;10.15183;1712;inf;2770.98999;2.111222506;0;0.1118;23.2311;17.84844286;20.53977143;96.8945;4;8.45848587;11.18816522;281.8239;11;5.1618175;7.306764167;333.8672;-66.06160409;-74.68525052;1767.2305;826.5375;223;32
2005;38568;4;8;3590;44.00425;10.15183;1712;inf;2770.98999;2.111222506;0;0.1118;25.82352857;20.20757143;23.01555;68.6617;4;8.45848587;11.18816522;281.8239;11;5.1618175;7.306764167;333.8672;-73.37144933;-65.40146576;1657.7679;745.0049;216;32
2005;38561;28;7;3590;44.00425;10.15183;1712;inf;2770.98999;2.111222506;0;0;24.25671429;18.53175714;21.39423571;60.3515;4;8.45848587;11.18816522;281.8239;11;5.1618175;7.306764167;333.8672;-58.05645558;-65.22529086;1534.4358;649.6028;209;32
2005;38554;21;7;3590;44.00425;10.15183;1712;no;2770.98999;2.111222506;0;0;24.17411429;18.35555714;21.26483571;59.6692;4;8.45848587;11.18816522;281.8239;11;5.1618175;7.306764167;333.8672;-33.36950131;-65.71118411;1417.00475;560.10175;202;32
2005;38595;31;8;3541;44.20779;9.88383;1711;inf;11140.98242;389.4429626;4.2913;1.25125;23.3055;17.06128571;20.18339286;195.2379;8;7.504215217;11.38140598;310.7848;24;3.44951;6.49753;336.0635;-90.41818433;25.07633641;2120.1277;1102.573418;243;32
2005;38588;24;8;3541;44.20779;9.88383;1711;inf;11140.98242;389.4429626;4.2913;1.25125;23.12371429;16.92377143;20.02374286;184.2524;8;7.504215217;11.38140598;310.7848;24;3.44951;6.49753;336.0635;-80.26340174;-2.102386323;2009.76975;1020.145468;236;32
2005;38582;18;8;3541;44.20779;9.88383;1711;inf;11140.98242;389.4429626;4.2913;1.25125;23.79645714;17.76978571;20.78312143;149.9456;8;7.504215217;11.38140598;310.7848;24;3.44951;6.49753;336.0635;-97.53625306;-36.38606268;1923.96485;958.2805678;230;32
2005;38575;11;8;3541;44.20779;9.88383;1711;inf;11140.98242;389.4429626;4.2913;1.25125;25.33588571;17.51908571;21.42748571;137.5801;8;7.504215217;11.38140598;310.7848;24;3.44951;6.49753;336.0635;-85.78332029;-100.5235483;1812.06255;874.3082678;223;32
2005;38568;4;8;3541;44.20779;9.88383;1711;no;11140.98242;389.4429626;4.2913;1.25125;28.18921429;19.31127143;23.75024286;76.9403;8;7.504215217;11.38140598;310.7848;24;3.44951;6.49753;336.0635;-121.760966;-80.16681479;1698.46215;788.6378678;216;32
2005;38561;28;7;3541;44.20779;9.88383;1711;no;11140.98242;389.4429626;1.6647;0;26.35718571;18.21252857;22.28485714;69.8582;8;7.504215217;11.38140598;310.7848;24;3.44951;6.49753;336.0635;-98.58756375;-82.69498285;1571.07905;689.7443824;209;32
2005;38554;21;7;3541;44.20779;9.88383;1711;no;11140.98242;389.4429626;0;0;25.8291;17.9004;21.86475;69.5229;8;7.504215217;11.38140598;310.7848;24;3.44951;6.49753;336.0635;-67.68026554;-81.90043903;1447.3545;594.21055;202;32
2005;38595;31;8;3487;44.35625;9.88183;758;inf;27430.27539;354.1410828;1.9507;0.1327;21.13591429;14.21422857;17.67507143;247.3037;12;4.731383696;9.077459783;323.634;58;0.102934167;3.266541667;344.9881;-24.95251244;45.95794976;1719.48105;897.7193012;243;32
2005;38589;25;8;3487;44.35625;9.88183;758;inf;27430.27539;354.1410828;1.9507;0.1327;20.89784286;14.04805714;17.47295;237.5101;12;4.731383696;9.077459783;323.634;58;0.102934167;3.266541667;344.9881;-16.95308564;24.21940632;1639.90505;842.0833012;237;32
2005;38582;18;8;3487;44.35625;9.88183;758;inf;27430.27539;354.1410828;1.9507;0.1327;21.36622857;14.29882857;17.83252857;201.8698;12;4.731383696;9.077459783;323.634;58;0.102934167;3.266541667;344.9881;-32.15298073;-11.00402338;1555.9184;786.0266512;230;32
2005;38575;11;8;3487;44.35625;9.88183;758;inf;27430.27539;354.1410828;1.9507;0.1327;23.10204286;14.20734286;18.65469286;176.9293;12;4.731383696;9.077459783;323.634;58;0.102934167;3.266541667;344.9881;-33.6267314;-91.69595279;1463.6272;721.6654512;223;32
2005;38568;4;8;3487;44.35625;9.88183;758;no;27430.27539;354.1410828;1.9507;0.1327;27.08457143;17.02091429;22.05274286;109.0218;12;4.731383696;9.077459783;323.634;58;0.102934167;3.266541667;344.9881;-76.63030501;-60.36294033;1370.00305;655.9713012;216;32
2005;38561;28;7;3487;44.35625;9.88183;758;no;27430.27539;354.1410828;0.7877;0;24.94731429;16.05985714;20.50358571;100.9983;12;4.731383696;9.077459783;323.634;58;0.102934167;3.266541667;344.9881;-53.7579454;-52.32719108;1255.93475;570.0048482;209;32
2005;38554;21;7;3487;44.35625;9.88183;758;no;27430.27539;354.1410828;0;0;25.07867143;16.23804286;20.65835714;94.3345;12;4.731383696;9.077459783;323.634;58;0.102934167;3.266541667;344.9881;-29.56821356;-58.02522717;1144.20385;486.2852745;202;32
2006;38960;31;8;3593;43.99005;10.53808;4028;inf;27349.41016;247.5431519;7.753;0;21.49675714;15.13597143;18.31636429;196.8029;10;6.152330435;10.53315;307.2142;54;1.365290833;4.515724167;514.6662;-248.9413511;21.92415678;1982.3356;1061.920074;243;56
2006;38953;24;8;3593;43.99005;10.53808;4028;no;27349.41016;247.5431519;7.753;0;24.23078571;16.17304286;20.20191429;176.3521;10;6.152330435;10.53315;307.2142;54;1.365290833;4.515724167;514.6662;-249.3292204;14.26841358;1891.3236;998.8380736;236;56
2006;38938;9;8;3593;43.99005;10.53808;4028;no;27349.41016;247.5431519;7.753;0;23.4652;14.83491429;19.15005714;122.4437;10;6.152330435;10.53315;307.2142;54;1.365290833;4.515724167;514.6662;-252.7778618;-48.62245339;1683.43635;850.8008236;221;56
2006;38932;3;8;3593;43.99005;10.53808;4028;no;27349.41016;247.5431519;7.753;0;27.6068;19.48405714;23.54542857;96.591;10;6.152330435;10.53315;307.2142;54;1.365290833;4.515724167;514.6662;-254.550468;-88.62917853;1600.1701;791.4745736;215;56
2006;38959;30;8;3590;44.00425;10.15183;1712;inf;2770.98999;2.111222506;0;0;20.92834286;17.19451429;19.06142857;136.7172;1;8.661230435;11.31181359;277.5976;7;4.4652025;6.590951667;621.4446;-219.0283617;23.92206376;2097.20645;1083.9132;242;56
2006;38952;23;8;3590;44.00425;10.15183;1712;inf;2770.98999;2.111222506;0;0;23.18594286;18.71941429;20.95267857;121.1674;1;8.661230435;11.31181359;277.5976;7;4.4652025;6.590951667;621.4446;-218.9782857;8.415273183;2000.5263;1015.16305;235;56
2006;38938;9;8;3590;44.00425;10.15183;1712;inf;2770.98999;2.111222506;0;0;23.09198571;17.61144286;20.35171429;58.7218;1;8.661230435;11.31181359;277.5976;7;4.4652025;6.590951667;621.4446;-243.6681184;-68.28157475;1793.64685;864.1436;221;56
2006;38959;30;8;3541;44.20779;9.88383;1711;inf;11140.98242;389.4429626;16.5425;8.06275;22.45421429;17.30347143;19.87884286;147.1347;4;7.661898913;11.44436141;257.7477;24;2.911026667;5.80646875;566.0282;-314.5993335;3.638763784;2175.61905;1164.046252;242;56
2006;38952;23;8;3541;44.20779;9.88383;1711;inf;11140.98242;389.4429626;16.5425;8.06275;24.16668571;18.09022857;21.12845714;135.6945;4;7.661898913;11.44436141;257.7477;24;2.911026667;5.80646875;566.0282;-306.9132739;-5.336963749;2073.74035;1090.097552;235;56
2006;38938;9;8;3541;44.20779;9.88383;1711;no;11140.98242;389.4429626;16.5425;8.06275;24.8762;17.1682;21.0222;82.5918;4;7.661898913;11.44436141;257.7477;24;2.911026667;5.80646875;566.0282;-316.304455;-78.2155104;1862.90465;935.121852;221;56
2007;39324;30;8;3593;43.99005;10.53808;5909;inf;27349.41016;247.5431519;1.1297;0;26.37644286;16.97645714;21.67645;198.7886;4;7.883498913;12.46313587;259.2244;9;4.204648333;7.603321667;480.1907;-243.0339838;-55.24281027;2138.9435;958.2133712;242;47
2007;39317;23;8;3593;43.99005;10.53808;5909;inf;27349.41016;247.5431519;1.1297;0;22.14171429;13.72541429;17.93356429;194.0696;4;7.883498913;12.46313587;259.2244;9;4.204648333;7.603321667;480.1907;-220.8445786;-59.9518369;2018.0454;865.2452712;235;47
2007;39303;9;8;3593;43.99005;10.53808;5909;inf;27349.41016;247.5431519;1.1297;0;26.33718571;15.75952857;21.04835714;153.1268;4;7.883498913;12.46313587;259.2244;9;4.204648333;7.603321667;480.1907;-213.0384482;-111.4847911;1831.93765;734.9975212;221;47
2007;39296;2;8;3593;43.99005;10.53808;5909;inf;27349.41016;247.5431519;1.1297;0;26.9796;16.85568571;21.91764286;139.1091;4;7.883498913;12.46313587;259.2244;9;4.204648333;7.603321667;480.1907;-197.5327692;-109.3519879;1723.99085;654.9807212;214;47
2007;39289;26;7;3593;43.99005;10.53808;5909;inf;27349.41016;247.5431519;1.1297;0;27.29381429;16.97271429;22.13326429;135.8856;4;7.883498913;12.46313587;259.2244;9;4.204648333;7.603321667;480.1907;-168.6973202;-101.573032;1607.6638;566.5836712;207;47
2007;39282;19;7;3593;43.99005;10.53808;5909;inf;27349.41016;247.5431519;1.1297;0;27.20011429;15.02852857;21.11432143;131.8661;4;7.883498913;12.46313587;259.2244;9;4.204648333;7.603321667;480.1907;-139.4992945;-103.1400384;1488.65415;475.5040212;200;47
2007;39324;30;8;3516;44.26774;10.02901;5565;inf;22539.45508;260.7428894;1.0828;0;26.36297143;16.44662857;21.4048;176.657;4;7.453876087;11.83314783;219.4234;19;3.740420833;7.06201625;372.7622;-257.2965494;-60.30098042;2031.68625;928.5497859;242;47
2007;39316;22;8;3516;44.26774;10.02901;5565;inf;22539.45508;260.7428894;1.0828;0;22.03352857;14.38564286;18.20958571;169.0055;4;7.453876087;11.83314783;219.4234;19;3.740420833;7.06201625;372.7622;-235.0847679;-62.7737424;1901.30085;830.0843859;234;47
2007;39302;8;8;3516;44.26774;10.02901;5565;inf;22539.45508;260.7428894;1.0828;0;26.06431429;15.35578571;20.71005;131.4686;4;7.453876087;11.83314783;219.4234;19;3.740420833;7.06201625;372.7622;-226.0987169;-119.1186126;1717.8939;702.5374359;220;47
2007;39295;1;8;3516;44.26774;10.02901;5565;inf;22539.45508;260.7428894;1.0828;0;26.64691429;16.92745714;21.78718571;119.9541;4;7.453876087;11.83314783;219.4234;19;3.740420833;7.06201625;372.7622;-207.8825047;-104.9621869;1608.2153;620.7888359;213;47
2007;39287;24;7;3516;44.26774;10.02901;5565;inf;22539.45508;260.7428894;1.0828;0;27.80337143;18.67431429;23.23884286;113.6587;4;7.453876087;11.83314783;219.4234;19;3.740420833;7.06201625;372.7622;-177.8784605;-111.8888673;1476.86745;521.3609859;205;47
2007;39281;18;7;3516;44.26774;10.02901;5565;inf;22539.45508;260.7428894;0.5319;0;25.8455;15.99627143;20.92088571;107.5043;4;7.453876087;11.83314783;219.4234;19;3.740420833;7.06201625;372.7622;-157.9631716;-106.9495717;1374.18275;442.6707849;199;47
2007;39324;30;8;3590;44.01755;10.17268;3337;inf;4977.766113;125.1986618;0;0;24.69241429;18.73298571;21.7127;151.1437;0;10.10569239;12.83408315;223.6965;0;7.542594167;9.582887083;696.1795;-179.0568992;-46.07808881;2273.34145;973.1031;242;47
2007;39316;22;8;3590;44.01755;10.17268;3337;inf;4977.766113;125.1986618;0;0;21.47522857;16.51291429;18.99407143;148.2443;0;10.10569239;12.83408315;223.6965;0;7.542594167;9.582887083;696.1795;-158.2307403;-47.40277645;2139.16185;870.8435;234;47
2007;39311;17;8;3590;44.01755;10.17268;3337;inf;4977.766113;125.1986618;0;0;22.01732857;16.71958571;19.36845714;129.2789;0;10.10569239;12.83408315;223.6965;0;7.542594167;9.582887083;696.1795;-165.4894556;-70.14960363;2073.06245;824.6941;229;47
2007;39295;1;8;3590;44.01755;10.17268;3337;inf;4977.766113;125.1986618;0;0;24.39894286;18.805;21.60197143;108.1464;0;10.10569239;12.83408315;223.6965;0;7.542594167;9.582887083;696.1795;-137.9760033;-77.4999089;1830.2075;645.67915;213;47
2007;39287;24;7;3590;44.01755;10.17268;3337;inf;4977.766113;125.1986618;0;0;25.24962857;19.25155714;22.25059286;107.0281;0;10.10569239;12.83408315;223.6965;0;7.542594167;9.582887083;696.1795;-111.8497799;-77.8198616;1698.43545;545.8271;205;47
2007;39281;18;7;3590;44.01755;10.17268;3337;inf;4977.766113;125.1986618;0;0;23.4516;16.6474;20.0495;101.4322;0;10.10569239;12.83408315;223.6965;0;7.542594167;9.582887083;696.1795;-96.34266069;-72.11339071;1597.30375;468.6354;199;47
2007;39324;30;8;3541;44.20779;9.88383;1711;inf;11140.98242;389.4429626;0;0;26.66625714;18.22617143;22.44621429;166.4536;0;9.686690217;13.4842962;191.9513;1;6.227185833;9.136635417;479.5184;-258.5629213;-53.22419823;2374.65245;1033.2878;242;47
2007;39316;22;8;3541;44.20779;9.88383;1711;inf;11140.98242;389.4429626;0;0;22.61441429;16.25444286;19.43442857;161.2499;0;9.686690217;13.4842962;191.9513;1;6.227185833;9.136635417;479.5184;-235.2796628;-54.02833551;2235.82825;926.3836;234;47
2007;39302;8;8;3541;44.20779;9.88383;1711;inf;11140.98242;389.4429626;0;0;26.62434286;17.88395714;22.25415;123.3128;0;9.686690217;13.4842962;191.9513;1;6.227185833;9.136635417;479.5184;-229.464933;-111.9479769;2033.24695;779.6623;220;47
2007;39295;1;8;3541;44.20779;9.88383;1711;inf;11140.98242;389.4429626;0;0;26.65745714;18.75504286;22.70625;111.4992;0;9.686690217;13.4842962;191.9513;1;6.227185833;9.136635417;479.5184;-213.1183206;-97.58917585;1913.47795;687.8233;213;47
2007;39287;24;7;3541;44.20779;9.88383;1711;inf;11140.98242;389.4429626;0;0;27.48864286;19.28852857;23.38858571;107.4377;0;9.686690217;13.4842962;191.9513;1;6.227185833;9.136635417;479.5184;-183.78126;-105.8217286;1773.43345;579.6988;205;47
2008;39688;28;8;3593;43.99005;10.53808;5909;inf;27349.41016;247.5431519;0;0;25.84417143;14.70374286;20.27395714;203.4759;4;6.667092391;10.72117065;499.0728;27;2.21888595;5.779003719;307.3105;-1.418363618;-103.4206134;1937.1273;971.0329188;241;90
2008;39688;28;8;3593;43.95146;10.46216;6704;inf;19984.80859;251.4091187;0;0;25.84417143;14.70374286;20.27395714;203.4759;4;6.667092391;10.72117065;499.0728;27;2.21888595;5.779003719;307.3105;-1.418363618;-103.4206134;1937.1273;971.0329188;241;90
2008;39681;21;8;3593;43.99005;10.53808;5909;inf;27349.41016;247.5431519;0;0;24.49605714;15.15622857;19.82614286;201.9135;4;6.667092391;10.72117065;499.0728;27;2.21888595;5.779003719;307.3105;25.02811263;-85.97310191;1829.4626;891.2982188;234;90
2008;39681;21;8;3593;43.95146;10.46216;6704;inf;19984.80859;251.4091187;0;0;24.49605714;15.15622857;19.82614286;201.9135;4;6.667092391;10.72117065;499.0728;27;2.21888595;5.779003719;307.3105;25.02811263;-85.97310191;1829.4626;891.2982188;234;90
2008;39673;13;8;3593;43.99005;10.53808;5909;inf;27349.41016;247.5431519;0;0;26.92084286;17.32537143;22.12310714;193.7021;4;6.667092391;10.72117065;499.0728;27;2.21888595;5.779003719;307.3105;47.76404546;-85.27251018;1710.4365;804.1921188;226;90
2008;39673;13;8;3593;43.95146;10.46216;6704;inf;19984.80859;251.4091187;0;0;26.92084286;17.32537143;22.12310714;193.7021;4;6.667092391;10.72117065;499.0728;27;2.21888595;5.779003719;307.3105;47.76404546;-85.27251018;1710.4365;804.1921188;226;90
2008;39667;7;8;3593;43.99005;10.53808;5909;inf;27349.41016;247.5431519;0;0;27.77041429;18.2231;22.99675714;191.9969;4;6.667092391;10.72117065;499.0728;27;2.21888595;5.779003719;307.3105;71.1169976;-79.60923336;1611.18475;728.8803688;220;90
2008;39667;7;8;3593;43.95146;10.46216;6704;inf;19984.80859;251.4091187;0;0;27.77041429;18.2231;22.99675714;191.9969;4;6.667092391;10.72117065;499.0728;27;2.21888595;5.779003719;307.3105;71.1169976;-79.60923336;1611.18475;728.8803688;220;90
2008;39660;31;7;3593;43.99005;10.53808;5909;no;27349.41016;247.5431519;0;0;25.79558571;15.92064286;20.85811429;186.2141;4;6.667092391;10.72117065;499.0728;27;2.21888595;5.779003719;307.3105;96.66947271;-79.88139206;1485.30535;630.9309688;213;90
2008;39660;31;7;3593;43.95146;10.46216;6704;no;19984.80859;251.4091187;0;0;25.79558571;15.92064286;20.85811429;186.2141;4;6.667092391;10.72117065;499.0728;27;2.21888595;5.779003719;307.3105;96.66947271;-79.88139206;1485.30535;630.9309688;213;90
2008;39653;24;7;3593;43.99005;10.53808;5909;no;27349.41016;247.5431519;0;0;23.24682857;15.5145;19.38066429;165.4316;4;6.667092391;10.72117065;499.0728;27;2.21888595;5.779003719;307.3105;107.406055;-100.9600162;1369.47945;543.0350688;206;90
2008;39653;24;7;3593;43.95146;10.46216;6704;no;19984.80859;251.4091187;0;0;23.24682857;15.5145;19.38066429;165.4316;4;6.667092391;10.72117065;499.0728;27;2.21888595;5.779003719;307.3105;107.406055;-100.9600162;1369.47945;543.0350688;206;90
2008;39646;17;7;3593;43.99005;10.53808;5909;no;27349.41016;247.5431519;0;0;24.03954286;14.63735714;19.33845;154.5574;4;6.667092391;10.72117065;499.0728;27;2.21888595;5.779003719;307.3105;124.5618483;-90.97188973;1269.33105;470.8166688;199;90
2008;39646;17;7;3593;43.95146;10.46216;6704;no;19984.80859;251.4091187;0;0;24.03954286;14.63735714;19.33845;154.5574;4;6.667092391;10.72117065;499.0728;27;2.21888595;5.779003719;307.3105;124.5618483;-90.97188973;1269.33105;470.8166688;199;90
2008;39687;27;8;3542;44.17551;10.04895;6823;inf;14318.02246;278.1228638;0;0;25.34292857;16.09757143;20.72025;161.5838;1;7.898533696;11.4923;455.7565;10;3.622399174;6.80556405;398.765;-18.09301027;-92.86457822;2091.82725;1022.1933;240;90
2008;39680;20;8;3542;44.17551;10.04895;6823;inf;14318.02246;278.1228638;0;0;24.33238571;16.81108571;20.57173571;157.967;1;7.898533696;11.4923;455.7565;10;3.622399174;6.80556405;398.765;4.645694039;-74.6657854;1980.2461;938.54215;233;90
2008;39673;13;8;3542;44.17551;10.04895;6823;inf;14318.02246;278.1228638;0;0;26.72594286;18.8135;22.76972143;148.1101;1;7.898533696;11.4923;455.7565;10;3.622399174;6.80556405;398.765;19.73867767;-82.35384793;1872.41655;858.6426;226;90
2008;39666;6;8;3542;44.17551;10.04895;6823;inf;14318.02246;278.1228638;0;0;27.56264286;19.3825;23.47257143;144.044;1;7.898533696;11.4923;455.7565;10;3.622399174;6.80556405;398.765;42.36139093;-78.07712138;1749.67925;763.8353;219;90
2008;39659;30;7;3542;44.17551;10.04895;6823;inf;14318.02246;278.1228638;0;0;25.14611429;17.25168571;21.1989;141.4442;1;7.898533696;11.4923;455.7565;10;3.622399174;6.80556405;398.765;68.45718683;-76.65635791;1620.1533;662.23935;212;90
2008;39652;23;7;3542;44.17551;10.04895;6823;inf;14318.02246;278.1228638;0;0;23.48931429;16.93381429;20.21156429;130.4465;1;7.898533696;11.4923;455.7565;10;3.622399174;6.80556405;398.765;86.63362161;-91.83612579;1502.654;572.67005;205;90
2008;39645;16;7;3542;44.17551;10.04895;6823;no;14318.02246;278.1228638;0;0;23.93791429;16.09078571;20.01435;112.3185;1;7.898533696;11.4923;455.7565;10;3.622399174;6.80556405;398.765;93.70330843;-92.31627563;1397.4427;495.38875;198;90
2008;39687;27;8;3566;44.14032;9.99117;6829;inf;9452.459961;202.8847809;0;0;24.79111429;17.63182857;21.21147143;150.2939;0;9.313396739;12.24858587;454.6844;1;5.337816529;8.034953306;416.3523;4.912177543;-81.43199438;2248.01635;1056.71225;240;90
2008;39680;20;8;3566;44.14032;9.99117;6829;no;9452.459961;202.8847809;0;0;24.2558;17.96548571;21.11064286;146.2958;0;9.313396739;12.24858587;454.6844;1;5.337816529;8.034953306;416.3523;24.17010123;-69.37406818;2132.6198;969.2457;233;90
2008;39673;13;8;3566;44.14032;9.99117;6829;inf;9452.459961;202.8847809;0;0;26.30142857;19.92365714;23.11254286;135.1291;0;9.313396739;12.24858587;454.6844;1;5.337816529;8.034953306;416.3523;36.17472083;-79.67543697;2021.7713;886.3272;226;90
2008;39666;6;8;3566;44.14032;9.99117;6829;inf;9452.459961;202.8847809;0;0;26.97584286;20.35425714;23.66505;130.0101;0;9.313396739;12.24858587;454.6844;1;5.337816529;8.034953306;416.3523;55.1918795;-72.73710778;1895.78245;788.26835;219;90
2008;39659;30;7;3566;44.14032;9.99117;6829;inf;9452.459961;202.8847809;0;0;24.85074286;18.5594;21.70507143;128.2616;0;9.313396739;12.24858587;454.6844;1;5.337816529;8.034953306;416.3523;79.51074992;-71.64235274;1765.20135;685.61725;212;90
2008;39652;23;7;3566;44.14032;9.99117;6829;inf;9452.459961;202.8847809;0;0;23.48311429;18.073;20.77805714;121.6196;0;9.313396739;12.24858587;454.6844;1;5.337816529;8.034953306;416.3523;98.81109004;-83.45989195;1643.7595;592.1054;205;90
2008;39645;16;7;3566;44.14032;9.99117;6829;no;9452.459961;202.8847809;0;0;23.64244286;17.52765714;20.58505;106.2185;0;9.313396739;12.24858587;454.6844;1;5.337816529;8.034953306;416.3523;106.9106099;-77.59295587;1534.88985;511.16575;198;90
2008;39687;27;8;3590;44.01755;10.17268;3337;inf;4977.766113;125.1986618;0;0;23.4582;17.56592857;20.51206429;150.4429;0;9.160833696;11.58521957;477.8623;1;5.546516529;7.784809504;409.062;56.04004302;-72.87581356;2100.8886;991.42395;240;90
2008;39680;20;8;3590;44.01755;10.17268;3337;no;4977.766113;125.1986618;0;0;23.1183;17.42285714;20.27057857;146.5889;0;9.160833696;11.58521957;477.8623;1;5.546516529;7.784809504;409.062;72.84782326;-65.67900139;1991.58955;910.0549;233;90
2008;39673;13;8;3590;44.01755;10.17268;3337;no;4977.766113;125.1986618;0;0;25.16852857;19.71365714;22.44109286;136.66;0;9.160833696;11.58521957;477.8623;1;5.546516529;7.784809504;409.062;84.23244404;-74.90569643;1886.5772;832.97255;226;90
2008;39666;6;8;3590;44.01755;10.17268;3337;inf;4977.766113;125.1986618;0;0;25.72242857;20.19371429;22.95807143;131.8779;0;9.160833696;11.58521957;477.8623;1;5.546516529;7.784809504;409.062;101.7322446;-66.66385078;1765.17775;739.5031;219;90
2008;39659;30;7;3590;44.01755;10.17268;3337;inf;4977.766113;125.1986618;0;0;23.50001429;17.85662857;20.67832143;129.903;0;9.160833696;11.58521957;477.8623;1;5.546516529;7.784809504;409.062;123.4533695;-64.41032182;1639.6394;641.89475;212;90
2008;39652;23;7;3590;44.01755;10.17268;3337;inf;4977.766113;125.1986618;0;0;22.43288571;17.55748571;19.99518571;124.1793;0;9.160833696;11.58521957;477.8623;1;5.546516529;7.784809504;409.062;141.5395569;-74.94087702;1525.0204;555.20575;205;90
2008;39645;16;7;3590;44.01755;10.17268;3337;no;4977.766113;125.1986618;0;0;22.5667;17.31082857;19.93876429;112.8854;0;9.160833696;11.58521957;477.8623;1;5.546516529;7.784809504;409.062;151.9755388;-56.09738048;1421.37795;479.4933;198;90
2009;40052;27;8;3593;43.99005;10.53808;5909;inf;27349.41016;247.5431519;5.4425;0.8228;29.18208571;19.25101429;24.21655;236.6974;4;7.398678261;11.98721576;337.7986;40;1.9908475;5.307869583;712.6612;-180.4078125;-109.7500548;2035.20695;1014.900624;239;53
2009;40045;20;8;3593;43.99005;10.53808;5909;inf;27349.41016;247.5431519;4.7881;0.8228;28.78631429;18.10297143;23.44464286;234.8597;4;7.398678261;11.98721576;337.7986;40;1.9908475;5.307869583;712.6612;-153.3358373;-112.5844299;1904.11905;911.8086299;232;53
